,text,airline_sentiment
12888,@americanair thanks for being entirely unhelpful and wasting hours of my time today,negative
12889,well @americanair we will not be flying you. rebooked on jetblue. with credits (that actually work) it was free!,negative
12890,@americanair check on what? our broken tablet! see attached picture. media filmcrew nbc cnn ,negative
12891,@americanair originating at sfo and going to lax.,neutral
12892,@americanair been calling all morning. still cannot get through. i need to chge a flight that is this week!!!!!,negative
12893,@americanair you guys are the talk of the americans down here in ecuador! read this! ,neutral
12894,@americanair should prob give me a refund since they made me miss my flight waiting to talk to someone for 3 hours... ,negative
12895,@americanair I have tried...its @usairways anyway,neutral
12896,@americanair oh i did. all i received back was an email saying  delays happen.. uh huh..,negative
12897,@americanair how do i place it on hold and complete payment? i do not see any way to do that from my reservations page.,negative
12898,@americanair bad weather happens. but not being able to get through to a reservations rep for over 6 hours is just crazy. frustrated,negative
12899,@americanair flight get me out of chicago.,neutral
12900,@americanair why are customer svc reps unable to handle calls. is there a 24hrs cancelled flightlation policy? booked yesterday need to cancelled flight,negative
12901,@americanair bad weather is understandable but your own pilot said that over 160 people called out and that zero bags are on the plane.,negative
12902,@americanair yepfiled a claim at heathrow yesterday. we were promised a call this morning with an update but got nothing.,negative
12903,@americanair why is does it seem to be impossible to contact anyone at your airline to get an item left on board a plane 5 min after deplane,negative
12904,@americanair you flew me into chi instead and i got a ride to mke. u said my bags would go to mke today. is it on the cancelled flightled flight tho?,negative
12905,@americanair stuck at gate miami to jfk flight 1510. are we going to get out of here tonight? very frustrating,negative
12906,@americanair i understand they are busy amp; doing their best. my frustration is an automated call changing my flight wo allowing me to talk,negative
12907,@americanair help u said ud chnge our retrn flght since we missed our connection sat amp; now ur not pickng up the phone.only hve 18 hrs left!,negative
12908,@americanair has been almost a month and still no response to my online complaintquestions. out 300 because of it.,negative
12909,@americanair bad weather happens but lack of preparation is inexcusable. depending on good weather is not a good business model.,negative
12910,@americanair how is us4623 going to be on time when they are still deplaning at 4:08? this is bs.,negative
12911,@americanair so what should he do next exactly?!,neutral
12912,@americanair flight for tomorrow was cancelled flightled. new one booked. seats taken care of. just a tweet to commend you all on the service. thanks!,positive
12913,@americanair instead they yelled at him and told him to call a number that will not pick up due to call volume,negative
12914,@americanair he is at the boston airport. there is a problem. the agents will not honor the voucher because one number is rubbed out.,negative
12915,@americanair see photo of b787 scale model amp; our pn 320008a wheel deflator specified in chapter 32 of b787 amm. ,neutral
12916,@americanair i guess it is more bs airportcardio given you cannot have an on time flight,negative
12917,@americanair see photo of 787 model amp; our pn 320008a wheel deflator specified in chapter 32 of b787 amm. ,neutral
12918,@americanair you should really explain customer service to your gate agent for 1152 at c4. could not be bothered.,negative
12919,@americanair my wife was on a flt from bro to tul via dfw that was cancelled flighted. bought an swa flight to get her home. partial refunddm me plz?,negative
12920,@americanair I have been trying to get through to reservations since yesterday to make a change to a reservation hold when will it be up?,negative
12921,@americanair thanks  i miss my dog and this delay is costing me a lot of money.,negative
12922,@americanair yes it says it should be deliver within 6 hours after pick up line.,positive
12923,@americanair i still cannot get through to change my flight. this is really important plz help!,negative
12924,@americanair 3127. just landed in lit.,neutral
12925,@americanair i ended up emailing my complaint to customer.relations@aa.com hope that works. travelproblems,negative
12926,@americanair for tomorrow some sites show flight 1642 from ewr cancelled flightled is it?,negative
12927,@americanair are pets allowed in first class?,neutral
12928,@americanair can lie to you about where your lost bag is but we are suppose to trust them with our lives thousands of feet in the air...,negative
12929,@americanair cannot help now as all seats have been taken.  there has to be a way to handle high volume of call days.,negative
12930,@americanair the worst first class boarding service i ever had.,negative
12931,@americanair most disgusting chicken entree I have ever seen.  your standards have seriously nosedived. newamerican ,negative
12932,@americanair im tryin to book a flight but cant get ahold of anyone!,negative
12933,@americanair am i upgraded on my next flight?,neutral
12934,@americanair finally at final destination but not wo extra significant travel expenses amp; missed work. how can you resolve this experience?,negative
12935,@americanair when changing dest city on an award for a reservation party of 4 is fee 150 for each pax or 150 for first and 25 for rest?,neutral
12936,@americanair delaney and shawn at dfw showed exceptional customer service today. will happily choose aa whenever possible now! thank you!,positive
12937,@americanair another customer non service from you. if we waited for you to solve the problem we would miss the funeral. you suck!,negative
12938,@americanair already shared with them. nothing done!,negative
12939,@americanair @kanne822 @southwestair is better than aa.,negative
12940,@americanair i really cannot there though to an agent and i am worried about my reservation. can you help me out!,negative
12941,@americanair while listening to a delay message on my phone another delay message was coming in. get your shit together!,negative
12942,@americanair hi. get error msg when trying to check in on line. states: wrong pass. tickets rcvd from aa due to training in dfw. u know y?,negative
12943,@americanair there is an employee at gate 45 of jfk telling people their bag does not fit and needs to be checked when it clearly fits aa291,negative
12944,@americanair thanks... i finally got through this afternoon.  :),positive
12945,@americanair after waiting for a delayed plane we sat on the plane for an hour waiting for a late flight passenger. that is bs too..,negative
12946,@americanair where is my bag?!?!?!,negative
12947,@americanair it was 639,neutral
12948,@americanair not true!! stop making excuses! you either overbook or have crappy planes!,negative
12949,@americanair americanairlines on approach to mex.... ,neutral
12950,@americanair no. booked seat in dallas live in dallas. real nice that your gate agent had exit row available told me they were not available,negative
12951,@americanair i paid using paypal online and after i was charged there was a system error which is what i ended up calling about.,negative
12952,@americanair aateam thanks for working in very rigorous weather conditions for all,positive
12953,@americanair that is why I am asking for exception. staffer moving last minutewe are a nonprofit amp; losing 400we just want to change ticket.,negative
12954,@americanair thanks I will look forward to the response.,positive
12955,@americanair your advantage agents are horrible! I have been waiting for 5 hours for a call back only to be hung up on by a rude agent!,negative
12956,@americanair yes there is issues on the site as well unfortunately.,negative
12957,@americanair about when can i see a new american airlines credit card to replace my usairways dividend mastercard?,neutral
12958,@americanair my wife is stuck in brownsville any chance she can get any flight out? she needs to be at work tomorrow morning.,negative
12959,@americanair will it be this year do you think?,negative
12960,@americanair thank you truly appreciate the help just sent a dm,positive
12961,@americanair the best is your 800 message saying to use website and your website is saying you need to call.  if you do not answer hardtodo,negative
12962,@americanair trying to get my flight changed through dallas. calling your number just says thanks for calling and hangs up. guess I am stuck,negative
12963,@americanair aa1675 now that the airplane has been sitting here for over 24 hrsthere are mechanical problems.btwthe aa desk is unorganized,negative
12964,@americanair miamiphl flight cancelled flightled just as i got to the gate. no one from aa around no one on the phone. awful awful awful.,negative
12965,@americanair can care less if youre without your bags for a day or a week! ive been 3 stories in the last 3 hours...i want my bag!,negative
12966,@americanair hah best flight attendant response if you not happy getting screwed over you have other carriers.   hahahah pathetic,negative
12967,@americanair aa1675 flight out of jamaica was cancelled flightled yesterday due to weather while other flights were still landing at dfw,negative
12968,@americanair boarding in 2mins yay!!!!,neutral
12969,@americanair your a liar no precipitation all day 47 degrees do not pacify you look like a fool.......thats the problem admit you suck,negative
12970,@americanair thank you so much.,positive
12971,@americanair 12 calls in the span of two days........none of which available to speak to someone.  you are un fin believable.  worst ever,negative
12972,@americanair @elwoodblues77 I am sure he understands the rules but you guys just have zero customer service. staff your damn counters!,negative
12973,@americanair what is with your baggage handlers calling out at dfw today? no luggage onboard the planes.,negative
12974,.@americanair after 50 minutes on hold and another 30 minutes on the call yes. going to be pushing it to get to the airport on time now,negative
12975,@americanair hi did the discount award policy for credit card holders change? no longer seeing the chart of specials on the site. thanks!,neutral
12976,@americanair your seat assignment process when flight booking problems is misleading. I am not paying extra to select a seat.,negative
12977,@americanair why cannot you hire a staff that is helpful informed and nice to it is customers?,negative
12978,@americanair from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day,negative
12979,@americanair agents in dfw were very kind did their best to help but this does not make up for phx error and attitude! americant,negative
12980,@americanair will not let me reuse my ticket.  thus i have booked my vacation with delta!  never flying on american again......,negative
12981,@americanair now 2 hrs! guess i should just hang up amp; give up on using my award miles before prices jump? hm thanks ,negative
12982,@americanair need to hold or get a call back. just get hung up on by your phone system for 6 hours now.,negative
12983,@americanair she was rude unprofessional  not helpful in helping me try and get home. as a aaadvantage loyal aa customer dissatisfied!,negative
12984,@americanair work on the comm skills w hate agents at phx. said i was confirmed on flight out of dfw amp; got here and that was only standby.,negative
12985,@americanair thank you for the assistance,positive
12986,@americanair hello question how many balloons do you think it will take to life up one of your planes?,negative
12987,@americanair need2know if ill be able to reach ind today.rather stay in maf that fly to dfw amp; find out i cannot travel ,negative
12988,@americanair I am trying my hardest to not get frustrated but i am getting no response on email or by phone. aa owes me 500. how do i claim,negative
12989,@americanair hi there flight from dallas just cancelled flightled going to la. can u pls help rebook me?,negative
12990,@americanair 2nd time in 4 days that my flight has been delayed and my gate agent has not said anything! thanks for the memories. neveragain,negative
12991,@americanair thanks for doing that but now it is telling me to go to the airport and check in with an agentwhat is up? ,neutral
12992,@americanair what is the best number to use?,neutral
12993,@americanair have been in call cue for 11 hours. no call yet. wife in cue for 9 hours.  got a call but was hung up on.,negative
12994,@americanair been on the phone for 47 minutes...said it would be 10...  any advice?,negative
12995,@americanair chicago seen from seat 6a aa 1620. so far a great ride! on to pdx! ,positive
12996,@americanair thanks. delivery status??,positive
12997,@americanair i do not believe it is acceptable to have a ticket  changed after check in time amp; not be notified. apparently that is standard.,negative
12998,@americanair i need to complain to aa but the email form field does not allow enough characters for my complaint. have a real email address?,negative
12999,@americanair our flight aa 1338 is delayed out of providenciales and will be missing our connection aa 1651 in miami to sea. who do we call?,negative
13000,@americanair here is the ticket they gave me after lying raising their voice. with no explanation on what happened ,negative
13001,@americanair we did check before going to de airport and everything was fine. fail,negative
13002,@americanair attached original ticket. flight number was 1672. is not the experience i thought i would have. terrible! ,negative
13003,@americanair i had booked online but unable to cancelled flight online. but finally got thru.,neutral
13004,@americanair hey becky piela at the orange county airport has been really kind and helpful with rescheduling our flight!,positive
13005,@americanair on feb. 15th your rep gave me the record locator and told me I would be receiving an email with the itinerary and confirmation.,negative
13006,@americanair this entire process took sooooo long that no decent seats are left.  customerservice,negative
13007,@americanair our flight attendant announced that we have transportation waiting for us for that flight so i think we will make it.,neutral
13008,@americanair been on hold to reserve award travel for over 1.5 hrs now. anyone home?? or is it a crazy weather issue? ,negative
13009,@americanair we do not mind the fee! we were told we cannot change name on ticket at all.,negative
13010,@americanair thank you!!!! i will be there to pick her up on time.,positive
13011,@americanair the original receipt lists my flight cost as 89ish and does not reflect the use of a voucher,negative
13012,@americanair so whats the hold up on flight 4302?,neutral
13013,@americanair well you guys are totally kicking a million pounds of ass. bar none the best sm team in the airline industry in my opinion.,positive
13014,@americanair least you could do would be to refund me the oneway ticket i had to buy since you were not able to accommodate. thank you.,negative
13015,@americanair after being patient about my delayed bags for 5 weeks i was told that it could take another 3 to 5 weeks. unacceptable!,negative
13016,@americanair i had to purchase a ticket that i never would have had to buy had the flight not been cancelled flightled. terrible customer service.,negative
13017,@americanair flt 703 sorry scheduled at 545 phlmia a totally chaotic poorly addressed event.  sent to three gates in the night,negative
13018,@americanair was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive),negative
13019,@americanair not okay. since you could not put me on an earlier flight i had to buy my own ticket on another airline.,negative
13020,@americanair heard back at 7:30 am today was put on flight tomorrow am arriving home at 4 pm. meaning I would have to take a 2nd day off work.,negative
13021,@americanair been @ airport 8hrs been told nothing by anyone until now your rep has said we are waiting for the mechanics to finish lunch!,negative
13022,@americanair considering it was past midnight i hung up and called again to receive another service call.,neutral
13023,@americanair can i redeem aadavantage miles on lan flights?,neutral
13024,@americanair I have tried no less than 8 times today to get in touch with your service desk beginning at 8:30 est.  I am having no luck help!,negative
13025,@americanair was put on hold for 5.5 hrs then got a call back at 11:20 pm only to wait on hold for another hour.,negative
13026,@americanair you lost a customer today. flight today was cancelled flightled and i had to find out by calling customer service yesterday.,negative
13027,@americanair just called regarding my bag came in yesterday and no one notified more or updated the online record locator customerservice,negative
13028,@americanair to realize your customer service leaves much to be desired and the folks handling the calls could care less...and it shows.,negative
13029,@americanair thanks,positive
13030,@americanair unacceptable. it is clear losing just one customer does not matter to american but how many more bankruptcies will it take,negative
13031,@americanair will do on another airline that is more accommodating of its customers. unable to simply change passengers with notice is simply,negative
13032,@americanair is there a probability that flight 1330 from dfw to dtw will be delayed or cancelled flighted?,neutral
13033,@americanair thank you!!! ,positive
13034,@americanair uhmmm we need @jcolenc down in dallastx for his tour ,neutral
13035,@americanair is there a way to reserve my dogs flight without speaking with a representative? just was booted from your helpline!,negative
13036,@americanair I have been calling you for 3 straight days and no one picks up. sure there are storms but there are also customers holler!,negative
13037,@americanair can you tell me where my luggage is? i was on flight 1644 sna to dfw and my flight to mke was cancelled flightled so got rebooked to ord,negative
13038,@americanair it is gtsvyb. it says it is cancelled flightled when i try to check.,negative
13039,@americanair thank you. they are processing my refund.,positive
13040,@americanair that is good I would expect that but i cannot get through on the phone to make any changes. can i change it online?,negative
13041,@americanair ; @usairways us 728feb 21. unprofessional unprepared unsympathetic lacked communication and lacked solutions.,negative
13042,@americanair thanks for asking on second plane after maintenance issue for flight from ord to lit. sitting at gate in very very warm plane,positive
13043,@americanair hey ho its not me losing any money (only you) just next make sure you stick to the flyers rights booklet,negative
13044,@americanair please dm me,neutral
13045,@americanair trying for 20 hrs to reach agent. must make change that cannot be done on web by 11:59 pst. had to cancelled flight revs ystday.,negative
13046,@americanair oh and losing my luggage ridiculous  angrybird  where ismybag,negative
13047,@americanair great job and great service in and out of sdf this weekend during the winter storm.,positive
13048,@americanair please get it together and find my husbands luggage! you are ruining his ski trip to aspen! 3rd day no luggage.,negative
13049,@americanair but do not you worry... @delta took good care of me... your loss their gain.,negative
13050,@americanair welcome anyone who works in those conditions deserves a thank you even though i am other side of atlantic lol xx,positive
13051,@americanair could you check if there is swu (typo in last post) space on aa199 mxpjfk feb 28th? thanks,neutral
13052,@americanair could you check if there is svu space on aa199 mxpjfk feb 28th? thanks,neutral
13053,@americanair thanks gang! mind if i ask do you handle all of your social media in house?,positive
13054,@americanair sure is. what is more frustrating is being stranded at the airport with our fate in your hands.,negative
13055,@americanair thanks for telling me my flight got cancelled flightled when it was not. now i have a missing luggage because of you. thanks fam!,negative
13056,@americanair yes i have. thanks,positive
13057,@americanair 77min still on hold to chg award travel sorrynotsorry,negative
13058,@americanair your people on the phone cannot see those? and to have it be over 800 difference. that is a poor process then...,negative
13059,@americanair i got a new reservation for tomorrow. thanks!,positive
13060,@americanair i have a couple questions for you if youre available for pm?,neutral
13061,@americanair is my friends flight 386 from jax to dfw cancelled flighted?,neutral
13062,@americanair still not taking calls ?   storm ended 2 days ago. be like pats and doyourjob,negative
13063,@americanair 90 dollar rt ticket to chicago? yes please!,positive
13064,@americanair thank you,neutral
13065,@americanair let us all have a extraordinary week and make it a year to remember goingforgreat 2015 thanks so much american airlines!!!,positive
13066,@americanair not helpful,negative
13067,@americanair you expect us to spend our hard earn  to fly and make exceptions when you have extra call volume however you never make acpt,negative
13068,@americanair but my friend was told she was able to use her credit with the airline towards one of my flights then was told she could not.,neutral
13069,@americanair hour and a half after landing bags are finally trickling off. ,negative
13070,@americanair well you spelled my name wrong.,neutral
13071,@americanair 2 hours now!  no I am not patient.  why do not you have a call back feature or pay someone to answer the phone not tweet onhold,negative
13072,@americanair please do something about boarding at dca 35x. many delays  buses to planes on tarmac despite empty gates. disorganized mess.,negative
13073,@americanair no standby line update online or on app either is troubling,negative
13074,@americanair no. had to cancelled flight my trip. instead of a 25 future trip voucher a 25 drink coupon would have been better! wakinginmemphis,negative
13075,@americanair thx just sent the dm,positive
13076,@americanair unbelievable that i cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! the system simply hangs up!,negative
13077,@americanair thanks to your airline i now have a ruined bag and you refuse to do anything about it.,negative
13078,@americanair 4 open kiosks for priority with no line and only 4 open for main check in for 80100 ppl,negative
13079,@americanair i have the app  after my nonsense flight cancelled flightation yesterday i was not able to use the app or kiosk today. hour long line.,negative
13080,@americanair thank u! did reach out to both and have not had a response yet. lost and found goes straight to vm.,negative
13081,@americanair bag has not yet been located. again 5th time I have checked it. how can tracking my bag be this hard for your system?,negative
13082,@americanair fyi...call stilling getting dropped.  after an hour of continuous dialing. attempted to cancelled flight online but not able to. help!!!,negative
13083,@americanair @maxfitgirl29 next time fly southwest...,negative
13084,@americanair still on hold. way to suck.,negative
13085,@americanair kudos to the crew of flt 167 today. specially to carlton. loved your new 767300. keep up the good work aa!,positive
13086,@americanair are flights leaving dallas right now? in maui trying to figure out how delayed flight 7 is going to be,negative
13087,@americanair ask your new colleagues @usairways how they handled us 728 on 21 feb. i expect to be made whole again. check complaint inbox.,negative
13088,@americanair get me outta here,negative
13089,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up,negative
13090,@americanair really appreciate the great customer service... one of your service agents just hung up on me when asking legitimate questions,negative
13091,@americanair do not they already know ?  is not everyone sharing how nasty the food is? it is not even close to decent.,negative
13092,@americanair thank you. it is much appreciated. we have been on the plane for 90 min now at the gate.,positive
13093,@americanair did you guys get rid of the functionality on  to put a reservation on hold for 24 hours? i do not see it,negative
13094,@americanair on hold since 5am. when no one can get to the airport cancelled flight flight do not make us pay huge fee to change flight.,negative
13095,@americanair all of the nicest people in the world work at admirals clubs. gladys in san juan es mi amiga,positive
13096,@americanair due to road conditions,neutral
13097,@americanair i was going to change it to tomorrow because i am concerned if the fllight does make i will not be able to leave the airport   12,neutral
13098,@americanair i love very much your planes can you please follow me back? it is an amazing bussines!,positive
13099,@americanair so if your genuine give me your opinion  on what occurred last night 445 fly  from phl to mia. no assistance at airport,negative
13100,@americanair how can i get a flight change while in the air? delays causing a missed connection again. there is 1 seat for late flightr,negative
13101,@americanair i think 2 weeks of waiting is more than enough time for you to contact me.  this is why you lose customers,negative
13102,@americanair way to suck at customer service dallas is trapped in an ice storm but you did not cancelled flight 7am flight amp; been on hold all day.,negative
13103,@americanair umm unexpected?? unexpected meaning you guys did not know you had a major staff shortage ??,negative
13104,@americanair also do you have any way to speak to someone on the phone? your 1800  has been hanging up on me all day.,negative
13105,@americanair sfo. natt (the agent who helped me) really did an awesome job.,positive
13106,@americanair i paid seat upgrade b4 the severe weather.  got booked on another flight but did not get upgrade. was calling to inquire. help!,negative
13107,@americanair thanks!,positive
13108,@americanair well done all of you xx,positive
13109,@americanair thanks. having issues checking in for flight please check our dm convo for more info.,positive
13110,@americanair you do not care about keeping your customers safe or at least you did not care about my sister,negative
13111,@americanair maybe you should stop tweeting and start calling. or make it available for people to wait onhold instead of hanging up on us.,negative
13112,@americanair that is not the point. say its 1300 at the counter when i clearly see 500 on your site? aa agent was @ a loss 4 words too,negative
13113,@americanair when will callers from the east coast be able to speak to an actual human for reservation support? all agents busy call late flightr..,negative
13114,@americanair my father loved working for you as well as panam,positive
13115,@americanair 249 ewr  dfw is now stopping bna to refuel 4 bad weather? are you just trying to get the plane closer 2 dfw then cancelled flight on us?,negative
13116,@americanair is there something wrong with the website? no matter what flight i select it says it is no longer available.,negative
13117,@americanair now you are sending a gate agent to talk to us? joke of an airline. thanks for ruining my vacation. neverflyaaagain,negative
13118,@americanair  cxl flight. rebooked 2 pax no problems. thank you and everyone at aa for helping us all out!,positive
13119,@americanair we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,negative
13120,@americanair i wrote down the evoucher number. i got rid of the voucher when i purchased air fair,neutral
13121,@americanair only fluctuated because aa took 2 hrs to call me back.ended up paying (extra) in us so above statement not true,negative
13122,@americanair @mattthomasnews when did american airlines start flying to and from siberia? wait this is the usa? oy!,neutral
13123,@americanair followback,neutral
13124,@americanair hahaha.... meanwhile in russia....,neutral
13125,@americanair thanks for keeping us safe,positive
13126,@americanair there was no one from aa at the woase2015 event @helsinkiairportlots of info available of winterops,negative
13127,@americanair is that the record locator?,neutral
13128,@americanair you keep returning my call and hanging up when i answer? help reflight booking problems a flight!,negative
13129,@americanair been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating,negative
13130,@americanair just sad that even after spending so much on tickets all i wanted was for my wife to still go with her sister and no help,negative
13131,@americanair @usairways you can help by now finding my baggage!!  reply to me asap with who i can direct details to.,negative
13132,@americanair no. prebook flight for wifes 40th bday in no. i recently have had surgery and cannot travel. will not let another go in my place,neutral
13133,@americanair 4hrs late flightr i get a call back and immediately disconnected,negative
13134,@americanair my pleasure next aa flight  this wednesday to milan italy for @midoexhibition  see you then! :),positive
13135,@americanair your team rebooked my cancelled flightled aa flight on a different airline. new airline has no such flight booking problems. flight is this evening.,negative
13136,@americanair why have i been on hold for almost 3 hours? this is ridiculous,negative
13137,@americanair i do not like making a scene but this has not been addressed properly. please have them do that.,negative
13138,@americanair thank you for all the help!  :p you guys are the best.  americanairlines americanair,positive
13139,@americanair @derekc21  hello any one out there ? have you forgotten me ?  i need a  luggage  for ba.  your dropping the ball here .,negative
13140,@americanair am on hold for the 2nd time today. need help with confirming the new flights you arranged for me. can you expedite this?,negative
13141,@americanair served the nastiest food ive ever seen yesterday.rubber chicken in slime. the entire cabin sent their food back.fas can confirm,negative
13142,@americanair  terrible response! how about someone picking up the phone and calling me...it is now 49 hours with no luggage,negative
13143,@americanair really,negative
13144,@americanair how can i when system always hangs up on me?,negative
13145,@americanair dm sent,neutral
13146,@americanair exceptional customer service from aa  my misplaced item was waiting for me at checkin followed by a smooth flight. thank you!,positive
13147,@americanair in line at sfo. customer service is rude disorganized and congested. very dissapointing.,negative
13148,@americanair help! attempting to cancelled flight a flight but cannot get thru 800 number. call gets dropped when saying agent. flight is 224.,negative
13149,@americanair okay. i just sent it.,neutral
13150,@americanair @edplotts do not bother trying to get anywhere with their customer service team either as take 2 months and counting to reply,negative
13151,@americanair thanks.....,positive
13152,@americanair seriously you treat your passengers like shit.,negative
13153,@americanair 30 minutes since landing  flight 1531 from miami and no luggage what is the delay,negative
13154,@americanair got it so it is just paying extra not to sit in the way back. awesome. never again.,negative
13155,@americanair define sincerely. your actions do not reflect what you are saying in a poor attempt to redeem yourselves on social media.,negative
13156,@americanair I would like to explore both options and what the cost might be to change the date and destination.,neutral
13157,@americanair americanviewthe view of oregon from seat 31f flight aa1469 22215 ,neutral
13158,@americanair will award me 50000 air miles!!! yes i am going to take a vacation! thanksamericanairlines,positive
13159,@americanair follows the talent pm of bdsm porn site  new economy dungeon class coming? ,negative
13160,@americanair @usairways who is the next stop after customer service.,negative
13161,@americanair you said this last time. it does not take 6 weeks to reply to an email.,negative
13162,@americanair sure thank you!,positive
13163,@americanair i need some help. my record locator is bringing up two different flights in your system. one op by aa amp; one from us airways.,neutral
13164,@americanair I am trying to make a reservation with a lt; 2 year old lap child. do not see any option online. how do i proceed with reservation?,negative
13165,@americanair 45min wait to get deiced in tulsa.not good service.looks like everyone will miss connections not due to weather. fight is on,negative
13166,@americanair my flight 1337 is cancelled flightled.  can you let me know what my new flight info is?,negative
13167,@americanair ...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft? ,negative
13168,@americanair dmed back,neutral
13169,yessir rt @americanair: @yourlocalnyer good morning rob. we are showing the flight to sunny mexico just pushed off the gate.,neutral
13170,@americanair my flight through dallas was cancelled flightled and i talked to reservations agent and got a new flight but have not received an email,negative
13171,@americanair last flight ever on aa. you botched this weather delay to the point of absurdity. I would pay more to fly @delta,negative
13172,@americanair  I would be happy to hold on the phone but your phone system is not allowing that and simply hangs up.,negative
13173,@americanair trying desperately to rebook my moms flight. waited 10 hours for callback got disconnected and they didnt call back. help,negative
13174,@americanair thanks but do not understand why they could not have used the tug at the next gate over ground crew took a break? unacceptable,negative
13175,@americanair that will be the third time i have been called by 8004337300 an hung on before anyone speaks. what do i do now???,negative
13176,@americanair now the second flight i was put on was cancelled flightled with no explanation!! missed my first meeting!!outraged,negative
13177,@americanair how clueless is aa. been waiting to hear for 2.5 weeks about a refund from a cancelled flightled flight amp; been on hold now for 1hr 49min,negative
13178,@americanair fantastic!! thanks again for coming thru with great customer service!,positive
13179,@americanair no! we departed 24 hours late flightr with a crazy crew. one of the lady simply freaked out and got away from job before departure.,negative
13180,@americanair do not require us to memorize a fiveword phrase and remember it after we hear another six million options,negative
13181,@americanair 2 months and still no exec platinum member cards. what gives?,negative
13182,@americanair for the love of all that is holy if your automated phone system is going to give like 8 options give numerical shortcuts,negative
13183,@americanair you can tweet but not call! you are like a bad boyfriend!,negative
13184,.@americanair @tywinter it is really the small thingsthe detailsthat make an excellent experience or a really irritating one.,positive
13185,@americanair thanks! great stuff! i can only imagine how jammed everything is.,positive
13186,@americanair @britishairways trying to speak with an agent about my flight to london tonight but cannot get anyone from aa.  can you help?,negative
13187,@americanair ohi already have turned  itover to them but apparently losing someones bag on their honeymoon does not require accountability,negative
13188,@americanair I have been trying to reach your customer service for two days. i have received zero response. never traveling aa again.,negative
13189,@americanair 6 hours to get backs back after being sat on a plane for 4 hours to have flight cancelled flightled with only one small drink,negative
13190,@americanair @cnn @nbsnewsr @cnnbrk except you are not working with her @americanair youve done nothing to help,negative
13191,@americanair need help on a reservation. can you follow so that i can dm details? thanks!,neutral
13192,@americanair you need to have a look at your handling of flight 106 and 104. company of yours size should have protocols in place to help,negative
13193,@americanair literally just stopped allowing people to wait in line for customer service. incredible. from worst to no customer service.,negative
13194,@americanair we have 15 official complaints signed by americanairlines lima supervisor. customer relations pls compensate 4 the 10hour delay,negative
13195,@americanair i need to rebook and i cannot get an agent. can you help?,negative
13196,@americanair back in uk now no thanks to your staff that would not me or the other passengers stranded. just laughed at us,negative
13197,@americanair followed. i tried to @usairways record locator number gave me an error code,negative
13198,@americanair well if you will not let me handle my reservationchange online amp; your reservation call  hangs up on me wtf do i do?? bullshit.,negative
13199,@americanair yay thanks! appreciate the help i know it is nuts right now with the cold and ice!,positive
13200,@americanair received an email requesting i call about a res. but i keep getting kicked off of your phone system. help?,negative
13201,@americanair need help changing a flight. please dm,neutral
13202,@americanair flight cancelled flightled and was trying to reschedule but 800 number just says to call back,negative
13203,@americanair will my us air points now be combined with yours?,neutral
13204,@americanair and feel free to email me mikehertz7@gmail.com  do not worry we are not going anywhere but this damn tarmac for a bit!,negative
13205,@americanair research buddy. read my previous tweets and get some context.,neutral
13206,@americanair you have said the same thing to me over and over again but phrased differently. how about some actual help?,negative
13207,@americanair because your planes toilet was not working and they needed gas. this is flight 1081 leaving dulles going to lax. do some...,negative
13208,@americanair you are not finding it bc @united  rebooked us on your airline when they realized they could not get us home  and we are at ord,negative
13209,@americanair is 2513 and 1555 on time or cancelled flightled?,neutral
13210,@americanair thank you.,positive
13211,@americanair boarded flight 2334 at 8:30am.  now 11:40.  still sitting on runway.  lots o fun,negative
13212,@americanair funny you should say that. i have been monitoring since january 1st. no change in availability. fakeawards luvisbetter,negative
13213,@americanair done.,neutral
13214,@americanair would it be possible to change my flight on your website? many thanks,neutral
13215,@americanair flight home cancelled flightled today.  any way we can get another flight to nyc from texas? 4 hour wait for a call back from airline,negative
13216,@americanair @justynmoro i totally agree.  you get the automatic phone attendent that goes no where and hangs up.  lousy service!,negative
13217,@americanair this receipt does not show the evoucher value nor does it mention having used an evoucher,neutral
13218,@americanair I have been trying to call your reservations desk for past 12 hours and cannot get through.  this is not what i expected.,negative
13219,@americanair customer service is terrible.been waiting 6 weeks for a reply to an email. not helpful at all and keep brushing off problems!,negative
13220,@americanair it is taken care of already. I have come to expect this level of horrible service from you time and time again,negative
13221,@americanair why am i not being given a callback option??! why has this service been turned off?,negative
13222,@americanair i was flying today to mty mex at 9:30am but still appear cancelled flight where can i talk for another flight?,negative
13223,@americanair you did not call did you. try it and then you you will understand.  it is not possible to reach an agenti do not know what else to do,negative
13224,@americanair ok. we will probably cancelled flight our flights then take a refund and get home another way. wednesday will not work for us.,negative
13225,@americanair  that is what i am hoping for,neutral
13226,@americanair also i have to wait more than 2 hours before i can speak to someone on the phone?  i cannot wait 2 hours.  :(,negative
13227,@americanair make that 7hours now,negative
13228,@americanair me too. despite the chaos I am still grateful for a flight home ,positive
